row,decimal,fitness,bitstring
4,4,0.88526172,000000100
10,10,0.89069306,000001010
24,24,0.88282912,000011000
40,40,0.88771035,000101000
48,48,0.86346217,000110000
66,66,0.90020025,001000010
136,136,0.90658085,010001000
264,264,0.89391539,100001000
272,272,0.88046230,100010000
