row,decimal,fitness,bitstring
24,24,0.89836523,000011000
66,66,0.91066636,001000010
72,72,0.90802364,001001000
136,136,0.91473430,010001000
264,264,0.90797995,100001000
290,290,0.88800109,100100010
320,320,0.90882529,101000000
