row,decimal,bitstring,accuracy,normalized_time,active_features,penalized_fitness
155,155,000000010011011,0.76753826,0.39835118,5,0.62770314
156,156,000000010011100,0.73788266,0.21926524,4,0.63595613
157,157,000000010011101,0.76403061,0.29801300,5,0.63422931
158,158,000000010011110,0.73325893,0.31057504,5,0.60220143
159,159,000000010011111,0.77311862,0.48527117,6,0.60459150
160,160,000000010100000,0.72879465,0.11032437,2,0.67776221
161,161,000000010100001,0.75781250,0.35703969,3,0.66210853
162,162,000000010100010,0.72289542,0.39215361,3,0.62368005
163,163,000000010100011,0.75781250,0.40280499,4,0.63753200
164,164,000000010100100,0.73565052,0.15709208,3,0.65994131
165,165,000000010100101,0.75175383,0.37346782,4,0.63440704
166,166,000000010100110,0.73692602,0.30881700,4,0.62604432
167,167,000000010100111,0.74107143,0.35357776,5,0.60571366
168,168,000000010101000,0.73820153,0.17495935,3,0.66070560
169,169,000000010101001,0.75669643,0.28718545,4,0.64797788
170,170,000000010101010,0.73373725,0.36253517,4,0.61748374
171,171,000000010101011,0.75845025,0.54606650,5,0.60384360
172,172,000000010101100,0.72879465,0.15208274,4,0.63358638
173,173,000000010101101,0.76084183,0.24599747,5,0.63624208
174,174,000000010101110,0.72767858,0.24903221,5,0.60277536
175,175,000000010101111,0.75478316,0.32379930,6,0.60240323
176,176,000000010110000,0.75063775,0.34595790,3,0.65604196
177,177,000000010110001,0.75621811,0.34108524,4,0.64210959
178,178,000000010110010,0.75558035,0.28593246,4,0.64698711
179,179,000000010110011,0.77790178,0.37839579,5,0.64006220
180,180,000000010110100,0.75031888,0.15627304,4,0.65469157
181,181,000000010110101,0.76562499,0.25407894,5,0.64021710
182,182,000000010110110,0.74952168,0.43505182,5,0.60601650
183,183,000000010110111,0.78156887,0.31570485,6,0.62999839
184,184,000000010111000,0.74154975,0.17187232,4,0.64436251
185,185,000000010111001,0.76419004,0.26198603,5,0.63799144
186,186,000000010111010,0.75685586,0.25009215,5,0.63184665
187,187,000000010111011,0.77838010,0.47631322,6,0.61074877
188,188,000000010111100,0.75095663,0.15850918,5,0.63510572
189,189,000000010111101,0.76339285,0.23671285,6,0.61972157
190,190,000000010111110,0.75573979,0.22724898,6,0.61301490
191,191,000000010111111,0.76610331,0.44002865,7,0.58210045
192,192,000000011000000,0.86208547,0.08103350,2,0.81398212
193,193,000000011000001,0.82669006,0.34890947,3,0.73179911
194,194,000000011000010,0.84454720,0.33373315,3,0.75117389
195,195,000000011000011,0.85857781,0.53417692,4,0.72516012
196,196,000000011000100,0.85602679,0.19800493,3,0.77622630
197,197,000000011000101,0.84327170,0.26145427,4,0.73712627
198,198,000000011000110,0.87101403,0.25285120,4,0.76572891
199,199,000000011000111,0.87037628,0.29564120,5,0.74081216
200,200,000000011001000,0.84518496,0.17634788,3,0.76755018
201,201,000000011001001,0.84630103,0.25441275,4,0.74085976
202,202,000000011001010,0.86543368,0.23719730,4,0.76171395
203,203,000000011001011,0.85730230,0.45510401,5,0.71179190
204,204,000000011001100,0.85969388,0.11902196,4,0.76779169
205,205,000000011001101,0.84837373,0.19889492,5,0.72848424
206,206,000000011001110,0.86399873,0.25437427,5,0.73856130
207,207,000000011001111,0.87500000,0.29875001,6,0.72512500
208,208,000000011010000,0.84709822,0.19886424,3,0.76721180
209,209,000000011010001,0.83274874,0.48001246,4,0.70474749
210,210,000000011010010,0.86272322,0.34299416,4,0.74842380
211,211,000000011010011,0.86017220,0.36570853,5,0.72360135
212,212,000000011010100,0.85459185,0.17125665,4,0.75746618
213,213,000000011010101,0.84805486,0.26672743,5,0.72138211
214,214,000000011010110,0.86336097,0.26710020,5,0.73665096
215,215,000000011010111,0.86415817,0.32625114,6,0.71153305
216,216,000000011011000,0.84709823,0.35845785,4,0.73125244
217,217,000000011011001,0.84725766,0.27038422,5,0.72021924
218,218,000000011011010,0.85825894,0.24991974,5,0.73326696
219,219,000000011011011,0.86957908,0.33009746,6,0.71656934
220,220,000000011011100,0.84821429,0.16000808,5,0.73221349
221,221,000000011011101,0.85443241,0.24115387,6,0.71031702
222,222,000000011011110,0.87802933,0.40152764,6,0.71787657
223,223,000000011011111,0.86192602,0.43455228,7,0.67847080
224,224,000000011100000,0.85937501,0.17047341,3,0.78232766
225,225,000000011100001,0.84327170,0.23232417,4,0.74003928
226,226,000000011100010,0.86144771,0.27311806,4,0.75413590
227,227,000000011100011,0.86575255,0.30196781,5,0.73555577
228,228,000000011100100,0.85108419,0.15441534,4,0.75564266
229,229,000000011100101,0.85522960,0.20304431,5,0.73492517
230,230,000000011100110,0.86543368,0.38751332,5,0.72668235
231,231,000000011100111,0.86734694,0.30970956,6,0.71637599
232,232,000000011101000,0.85554848,0.15576245,4,0.75997223
233,233,000000011101001,0.85092475,0.20403986,5,0.73052077
234,234,000000011101010,0.86830357,0.19997406,5,0.74830617
235,235,000000011101011,0.87308673,0.29663453,6,0.72342328
236,236,000000011101100,0.84869261,0.13062596,5,0.73563002
237,237,000000011101101,0.84901149,0.34762188,6,0.69424930
238,238,000000011101110,0.86607143,0.22687783,6,0.72338365
239,239,000000011101111,0.86862245,0.36665071,7,0.69195738
240,240,000000011110000,0.85491072,0.15611541,4,0.75929918
241,241,000000011110001,0.84709822,0.24607813,5,0.72249041
242,242,000000011110010,0.86049108,0.23581014,5,0.73691006
243,243,000000011110011,0.86320154,0.27056020,6,0.71614552
244,244,000000011110100,0.85299746,0.29752915,5,0.72324454
245,245,000000011110101,0.85411353,0.18218457,6,0.71589507
246,246,000000011110110,0.87197066,0.19184570,6,0.73278609
247,247,000000011110111,0.86192603,0.40858372,7,0.68106765
248,248,000000011111000,0.85570791,0.14098463,5,0.74160945
249,249,000000011111001,0.84725766,0.23229022,6,0.70402864
250,250,000000011111010,0.87244898,0.22345089,6,0.73010389
251,251,000000011111011,0.86623087,0.55614826,7,0.67061604
252,252,000000011111100,0.85028700,0.16707668,6,0.71357933
253,253,000000011111101,0.83832909,0.29061747,7,0.66926735
254,254,000000011111110,0.86878189,0.29460159,7,0.69932173
255,255,000000011111111,0.87053572,0.43513948,8,0.66702177
256,256,000000100000000,0.59805486,0.04402635,1,0.57365222
257,257,000000100000001,0.69005102,0.13436781,2,0.63661424
258,258,000000100000010,0.63600128,0.18133509,2,0.57786777
259,259,000000100000011,0.68048469,0.58199380,3,0.56228531
260,260,000000100000100,0.61383929,0.00905174,2,0.57293411
261,261,000000100000101,0.68877550,0.22211979,3,0.60656352
262,262,000000100000110,0.63392857,0.24263649,3,0.54966492
263,263,000000100000111,0.68957270,0.34373138,4,0.57519957
264,264,000000100001000,0.58163266,0.00707532,2,0.54092513
265,265,000000100001001,0.67729593,0.24065740,3,0.59323019
266,266,000000100001010,0.60443240,0.22902987,3,0.52152941
267,267,000000100001011,0.66820790,0.52379764,4,0.53582814
268,268,000000100001100,0.58418368,0.02382469,3,0.52180121
269,269,000000100001101,0.68781888,0.19849494,4,0.58796939
270,270,000000100001110,0.62149235,0.23676860,4,0.51781549
271,271,000000100001111,0.68670280,0.29238572,5,0.55746423
272,272,000000100010000,0.75207270,0.07228037,2,0.70484467
273,273,000000100010001,0.76450892,0.27704800,3,0.67680412
274,274,000000100010010,0.72337373,0.29472906,3,0.63390083
275,275,000000100010011,0.76817601,0.43943086,4,0.64423293
276,276,000000100010100,0.74378189,0.24060261,3,0.65972163
277,277,000000100010101,0.76865433,0.22491837,4,0.66616249
278,278,000000100010110,0.72991072,0.24545514,4,0.62536521
279,279,000000100010111,0.76785714,0.32398571,5,0.63545857
280,280,000000100011000,0.73118623,0.08502691,3,0.66268353
281,281,000000100011001,0.77152423,0.27548271,4,0.66397596
282,282,000000100011010,0.72512756,0.20316558,4,0.62481100
283,283,000000100011011,0.76179847,0.38428344,5,0.62337012
284,284,000000100011100,0.73947704,0.12433418,4,0.64704363
285,285,000000100011101,0.77008928,0.22843999,5,0.64724528
286,286,000000100011110,0.73214286,0.23392031,5,0.60875083
287,287,000000100011111,0.76020408,0.41464464,6,0.59873962
288,288,000000100100000,0.74202807,0.00789681,2,0.70123838
289,289,000000100100001,0.76849489,0.20547930,3,0.68794696
290,290,000000100100010,0.70758929,0.19343588,3,0.62824571
291,291,000000100100011,0.75159439,0.30299719,4,0.64129467
292,292,000000100100100,0.74202806,0.06175034,3,0.67585303
293,293,000000100100101,0.77152423,0.18480484,4,0.67304374
294,294,000000100100110,0.73054847,0.19576450,4,0.63097203
295,295,000000100100111,0.75749362,0.28443633,5,0.62904999
296,296,000000100101000,0.73278062,0.13347842,3,0.65943278
297,297,000000100101001,0.77104591,0.32784199,4,0.65826171
298,298,000000100101010,0.72050383,0.20587452,4,0.61991638
299,299,000000100101011,0.75653699,0.28843650,5,0.62769334
300,300,000000100101100,0.73405613,0.06458665,4,0.64759747
301,301,000000100101101,0.76339285,0.16856432,5,0.64653642
302,302,000000100101110,0.71540180,0.17308323,5,0.59809348
303,303,000000100101111,0.76227678,0.26401220,6,0.61587556
304,304,000000100110000,0.75207270,0.28528314,3,0.66354439
305,305,000000100110001,0.78061224,0.16916758,4,0.68369548
306,306,000000100110010,0.73549107,0.20131045,4,0.63536003
307,307,000000100110011,0.78029336,0.28071925,5,0.65222144
308,308,000000100110100,0.74760842,0.11045898,4,0.65656252
309,309,000000100110101,0.78268494,0.17342146,5,0.66534280
310,310,000000100110110,0.74489796,0.17877584,5,0.62702038
311,311,000000100110111,0.77694515,0.42836682,6,0.61410846
312,312,000000100111000,0.74346301,0.11983146,4,0.65147987
313,313,000000100111001,0.76434948,0.21098189,5,0.64325129
314,314,000000100111010,0.73724490,0.18785703,5,0.61845920
315,315,000000100111011,0.77933673,0.26537286,6,0.63279944
316,316,000000100111100,0.74441965,0.11400726,5,0.63301892
317,317,000000100111101,0.78124999,0.16537945,6,0.64471205
318,318,000000100111110,0.72704083,0.17333521,6,0.58970730
319,319,000000100111111,0.76291453,0.57742475,7,0.56517206
320,320,000000101000000,0.87117347,0.05521547,2,0.82565192
321,321,000000101000001,0.85108419,0.20375722,3,0.77070847
322,322,000000101000010,0.84247450,0.21133890,3,0.76134061
323,323,000000101000011,0.85841838,0.30461526,4,0.74795685
324,324,000000101000100,0.85889669,0.06232541,3,0.79266415
325,325,000000101000101,0.85411353,0.17409336,4,0.75670419
326,326,000000101000110,0.85937501,0.18346656,4,0.76102835
327,327,000000101000111,0.87356505,0.30528549,5,0.74303650
328,328,000000101001000,0.85698343,0.18928543,3,0.77805488
329,329,000000101001001,0.85873725,0.19196167,4,0.75954109
330,330,000000101001010,0.86304210,0.19598284,4,0.76344381
331,331,000000101001011,0.85618623,0.26280845,5,0.72990539
332,332,000000101001100,0.85554848,0.05710067,4,0.76983841
333,333,000000101001101,0.84964925,0.14841524,5,0.73480772
334,334,000000101001110,0.85570792,0.17252496,5,0.73845542
335,335,000000101001111,0.85985332,0.25711751,6,0.71414157
336,336,000000101010000,0.86527424,0.08642001,3,0.79663224
337,337,000000101010001,0.85714287,0.23796587,4,0.75334628
338,338,000000101010010,0.86431761,0.31125955,4,0.75319165
339,339,000000101010011,0.87531888,0.29357208,5,0.74596167
340,340,000000101010100,0.86910077,0.07640656,4,0.78146011
341,341,000000101010101,0.86463648,0.17464166,5,0.74717232
342,342,000000101010110,0.86846301,0.17540192,5,0.75092282
343,343,000000101010111,0.87643495,0.27299330,6,0.72913562
344,344,000000101011000,0.86702807,0.07888364,4,0.77913970
345,345,000000101011001,0.85762118,0.36434460,5,0.72118672
346,346,000000101011010,0.85124363,0.17127229,5,0.73411640
347,347,000000101011011,0.86734694,0.28370854,6,0.71897609
348,348,000000101011100,0.85809950,0.11867543,5,0.74623195
349,349,000000101011101,0.85315690,0.16493694,6,0.71666320
350,350,000000101011110,0.86176659,0.17425394,6,0.72434119
351,351,000000101011111,0.87372449,0.31574841,7,0.70214965
352,352,000000101100000,0.86894133,0.05490823,3,0.80345051
353,353,000000101100001,0.86128827,0.17323775,4,0.76396450
354,354,000000101100010,0.86304210,0.33098077,4,0.74994402
355,355,000000101100011,0.87515944,0.21097237,5,0.75406220
356,356,000000101100100,0.85650511,0.09926821,4,0.76657829
357,357,000000101100101,0.85905613,0.15459296,5,0.74359683
358,358,000000101100110,0.87436225,0.15532076,5,0.75883017
359,359,000000101100111,0.87946428,0.23294513,6,0.73616977
360,360,000000101101000,0.86065052,0.05992571,4,0.77465795
361,361,000000101101001,0.85857781,0.15392567,5,0.74318525
362,362,000000101101010,0.86240434,0.15878200,5,0.74652614
363,363,000000101101011,0.87260842,0.23316330,6,0.72929209
364,364,000000101101100,0.85969388,0.06053681,5,0.75364020
365,365,000000101101101,0.85092475,0.15071230,6,0.71585352
366,366,000000101101110,0.87388393,0.26609003,6,0.72727493
367,367,000000101101111,0.87882653,0.29549426,7,0.70927710
368,368,000000101110000,0.86973852,0.08728808,4,0.78100972
369,369,000000101110001,0.86049108,0.16766585,5,0.74372449
370,370,000000101110010,0.86272322,0.18442716,5,0.74428050
371,371,000000101110011,0.87324617,0.22663777,6,0.73058240
372,372,000000101110100,0.85220026,0.06539685,5,0.74566058
373,373,000000101110101,0.85746174,0.15217229,6,0.72224451
374,374,000000101110110,0.87308674,0.15107289,6,0.73797945
375,375,000000101110111,0.87436225,0.47502745,7,0.68685950
376,376,000000101111000,0.86240434,0.03586627,5,0.75881771
377,377,000000101111001,0.85299746,0.21265351,6,0.71173211
378,378,000000101111010,0.86176659,0.17624880,6,0.72414171
379,379,000000101111011,0.86878189,0.32084565,7,0.69669733
380,380,000000101111100,0.86128827,0.10307724,6,0.73098055
381,381,000000101111101,0.83912629,0.22755907,7,0.67637038
382,382,000000101111110,0.86926021,0.24351264,7,0.70490894
383,383,000000101111111,0.87611607,0.45729566,8,0.67038651
384,384,000000110000000,0.67586096,0.16448121,2,0.61941284
385,385,000000110000001,0.71938776,0.40822901,3,0.61856486
386,386,000000110000010,0.66183035,0.40855665,3,0.56097469
387,387,000000110000011,0.72369261,0.48241757,4,0.59545086
388,388,000000110000100,0.65943877,0.25683064,3,0.57375570
389,389,000000110000101,0.71348853,0.43427020,4,0.59006151
390,390,000000110000110,0.68510842,0.57742541,4,0.54736588
391,391,000000110000111,0.73038904,0.39280944,5,0.59110809
392,392,000000110001000,0.63982780,0.21741514,3,0.55808629
393,393,000000110001001,0.70838649,0.36686219,4,0.59170027
394,394,000000110001010,0.67028061,0.53093735,4,0.53718687
395,395,000000110001011,0.73979592,0.40415004,5,0.59938092
396,396,000000110001100,0.66007652,0.20579441,4,0.55949708
397,397,000000110001101,0.71954720,0.31089237,5,0.58845797
398,398,000000110001110,0.68096302,0.31219224,5,0.54974379
399,399,000000110001111,0.73437501,0.53531817,6,0.56084319
400,400,000000110010000,0.75286990,0.31819750,3,0.66105015
401,401,000000110010001,0.77104591,0.36309447,4,0.65473646
402,402,000000110010010,0.74394133,0.36898372,4,0.62704296
403,403,000000110010011,0.77264030,0.53959931,5,0.61868037
404,404,000000110010100,0.74952168,0.19878202,4,0.64964348
405,405,000000110010101,0.76817602,0.32490368,5,0.63568565
406,406,000000110010110,0.74728954,0.33774207,5,0.61351533
407,407,000000110010111,0.78603315,0.37434571,6,0.62859858
408,408,000000110011000,0.75334821,0.42541811,4,0.63080640
409,409,000000110011001,0.76578443,0.32525825,5,0.63325861
410,410,000000110011010,0.74569516,0.35229087,5,0.61046607
411,411,000000110011011,0.78093111,0.37521054,6,0.62341006
412,412,000000110011100,0.74234694,0.24274104,5,0.61807284
413,413,000000110011101,0.76737882,0.44845906,6,0.60253291
414,414,000000110011110,0.74585459,0.31663785,6,0.59419081
415,415,000000110011111,0.78396045,0.50757908,7,0.59320254
416,416,000000110100000,0.72512756,0.21935137,3,0.64319242
417,417,000000110100001,0.75924744,0.34729753,4,0.64451769
418,418,000000110100010,0.73086736,0.44172004,4,0.60669535
419,419,000000110100011,0.76227678,0.55771839,5,0.60650494
420,420,000000110100100,0.72943241,0.18107229,4,0.63132518
421,421,000000110100101,0.77359693,0.27635730,5,0.64596120
422,422,000000110100110,0.72369261,0.27948122,5,0.59574449
423,423,000000110100111,0.77040815,0.40877630,6,0.60953052
424,424,000000110101000,0.72879465,0.36017330,4,0.61277732
425,425,000000110101001,0.76116071,0.27397996,5,0.63376271
426,426,000000110101010,0.73836097,0.28152715,5,0.61020826
427,427,000000110101011,0.75589923,0.34351656,6,0.60154758
428,428,000000110101100,0.72480868,0.22714148,5,0.60209453
429,429,000000110101101,0.76737882,0.36482718,6,0.61089611
430,430,000000110101110,0.72975128,0.22829240,6,0.58692204
431,431,000000110101111,0.75573979,0.41736021,7,0.57400377
432,432,000000110110000,0.75430484,0.22493757,4,0.65181109
433,433,000000110110001,0.77327805,0.42962009,5,0.63031604
434,434,000000110110010,0.75605867,0.30370889,5,0.62568778
435,435,000000110110011,0.78858417,0.34421514,6,0.63416266
436,436,000000110110100,0.75542092,0.19267841,5,0.63615308
437,437,000000110110101,0.77407525,0.25398232,6,0.62867701
438,438,000000110110110,0.74936225,0.26656126,6,0.60270612
439,439,000000110110111,0.77184310,0.60893526,7,0.57094958
440,440,000000110111000,0.74904337,0.21416535,5,0.62762683
441,441,000000110111001,0.77184310,0.25522723,6,0.62632038
442,442,000000110111010,0.74952168,0.27004929,6,0.60251675
443,443,000000110111011,0.77104591,0.47967659,7,0.58307825
444,444,000000110111100,0.75685586,0.34547991,6,0.60230787
445,445,000000110111101,0.75494260,0.39368020,7,0.57557458
446,446,000000110111110,0.74633291,0.34798421,7,0.57153449
447,447,000000110111111,0.77566963,0.43128603,8,0.57254103
448,448,000000111000000,0.85092475,0.27446145,3,0.76347861
449,449,000000111000001,0.83657526,0.44775248,4,0.71180002
450,450,000000111000010,0.85857781,0.34487528,4,0.74409029
451,451,000000111000011,0.86176659,0.35697950,5,0.72606864
452,452,000000111000100,0.86623087,0.16945151,4,0.76928572
453,453,000000111000101,0.84773598,0.26759153,5,0.72097683
454,454,000000111000110,0.86192603,0.31731731,5,0.73019430
455,455,000000111000111,0.86957908,0.43343632,6,0.70623545
456,456,000000111001000,0.85825893,0.18117072,4,0.76014186
457,457,000000111001001,0.84693879,0.26290989,5,0.72064780
458,458,000000111001010,0.86080995,0.25820691,5,0.73498926
459,459,000000111001011,0.86240434,0.32214800,6,0.71018954
460,460,000000111001100,0.86591199,0.22898969,5,0.74301303
461,461,000000111001101,0.85602679,0.38529005,6,0.69749779
462,462,000000111001110,0.87037628,0.24404501,6,0.72597178
463,463,000000111001111,0.86367985,0.37438236,7,0.68624161
464,464,000000111010000,0.85379465,0.22307378,4,0.75148727
