seed,best_fitness,best_bitstring
1000,0.89126275,001110001110111
1001,0.88791453,001111001100111
1002,0.88711734,000100001100011
1003,0.88791453,001111001100111
1004,0.88791453,001111001100111
1005,0.88791453,001111001100111
1006,0.89126275,001110001110111
1007,0.88711734,000100001100011
1008,0.88711734,000100001100011
1009,0.88711734,000100001100011
