row,decimal,fitness,bitstring
4147,4146,4.00000000,0001000000110010
4149,4148,4.00000000,0001000000110100
4153,4152,4.00000000,0001000000111000
4164,4163,4.00000000,0001000001000011
4166,4165,4.00000000,0001000001000101
4167,4166,4.00000000,0001000001000110
4170,4169,4.00000000,0001000001001001
4171,4170,4.00000000,0001000001001010
4173,4172,4.00000000,0001000001001100
4178,4177,4.00000000,0001000001010001
4179,4178,4.00000000,0001000001010010
4181,4180,4.00000000,0001000001010100
4185,4184,4.00000000,0001000001011000
4194,4193,4.00000000,0001000001100001
4195,4194,4.00000000,0001000001100010
4197,4196,4.00000000,0001000001100100
4201,4200,4.00000000,0001000001101000
4209,4208,4.00000000,0001000001110000
4228,4227,4.00000000,0001000010000011
4230,4229,4.00000000,0001000010000101
4231,4230,4.00000000,0001000010000110
4234,4233,4.00000000,0001000010001001
4235,4234,4.00000000,0001000010001010
4237,4236,4.00000000,0001000010001100
4242,4241,4.00000000,0001000010010001
4243,4242,4.00000000,0001000010010010
4245,4244,4.00000000,0001000010010100
4249,4248,4.00000000,0001000010011000
4258,4257,4.00000000,0001000010100001
4259,4258,4.00000000,0001000010100010
4261,4260,4.00000000,0001000010100100
4265,4264,4.00000000,0001000010101000
4273,4272,4.00000000,0001000010110000
4290,4289,4.00000000,0001000011000001
4291,4290,4.00000000,0001000011000010
4293,4292,4.00000000,0001000011000100
4297,4296,4.00000000,0001000011001000
4305,4304,4.00000000,0001000011010000
4321,4320,4.00000000,0001000011100000
4356,4355,4.00000000,0001000100000011
4358,4357,4.00000000,0001000100000101
4359,4358,4.00000000,0001000100000110
4362,4361,4.00000000,0001000100001001
4363,4362,4.00000000,0001000100001010
4365,4364,4.00000000,0001000100001100
4370,4369,4.00000000,0001000100010001
4371,4370,4.00000000,0001000100010010
4373,4372,4.00000000,0001000100010100
4377,4376,4.00000000,0001000100011000
4386,4385,4.00000000,0001000100100001
4387,4386,4.00000000,0001000100100010
4389,4388,4.00000000,0001000100100100
4393,4392,4.00000000,0001000100101000
4401,4400,4.00000000,0001000100110000
4418,4417,4.00000000,0001000101000001
4419,4418,4.00000000,0001000101000010
4421,4420,4.00000000,0001000101000100
4425,4424,4.00000000,0001000101001000
4433,4432,4.00000000,0001000101010000
4449,4448,4.00000000,0001000101100000
4482,4481,4.00000000,0001000110000001
4483,4482,4.00000000,0001000110000010
4485,4484,4.00000000,0001000110000100
4489,4488,4.00000000,0001000110001000
4497,4496,4.00000000,0001000110010000
4513,4512,4.00000000,0001000110100000
4545,4544,4.00000000,0001000111000000
4612,4611,4.00000000,0001001000000011
4614,4613,4.00000000,0001001000000101
4615,4614,4.00000000,0001001000000110
4618,4617,4.00000000,0001001000001001
4619,4618,4.00000000,0001001000001010
4621,4620,4.00000000,0001001000001100
4626,4625,4.00000000,0001001000010001
4627,4626,4.00000000,0001001000010010
4629,4628,4.00000000,0001001000010100
4633,4632,4.00000000,0001001000011000
4642,4641,4.00000000,0001001000100001
4643,4642,4.00000000,0001001000100010
4645,4644,4.00000000,0001001000100100
4649,4648,4.00000000,0001001000101000
4657,4656,4.00000000,0001001000110000
4674,4673,4.00000000,0001001001000001
4675,4674,4.00000000,0001001001000010
4677,4676,4.00000000,0001001001000100
4681,4680,4.00000000,0001001001001000
4689,4688,4.00000000,0001001001010000
4705,4704,4.00000000,0001001001100000
4738,4737,4.00000000,0001001010000001
4739,4738,4.00000000,0001001010000010
4741,4740,4.00000000,0001001010000100
4745,4744,4.00000000,0001001010001000
4753,4752,4.00000000,0001001010010000
4769,4768,4.00000000,0001001010100000
4801,4800,4.00000000,0001001011000000
4866,4865,4.00000000,0001001100000001
4867,4866,4.00000000,0001001100000010
4869,4868,4.00000000,0001001100000100
4873,4872,4.00000000,0001001100001000
4881,4880,4.00000000,0001001100010000
4897,4896,4.00000000,0001001100100000
4929,4928,4.00000000,0001001101000000
4993,4992,4.00000000,0001001110000000
5124,5123,4.00000000,0001010000000011
5126,5125,4.00000000,0001010000000101
5127,5126,4.00000000,0001010000000110
5130,5129,4.00000000,0001010000001001
5131,5130,4.00000000,0001010000001010
5133,5132,4.00000000,0001010000001100
5138,5137,4.00000000,0001010000010001
5139,5138,4.00000000,0001010000010010
5141,5140,4.00000000,0001010000010100
5145,5144,4.00000000,0001010000011000
5154,5153,4.00000000,0001010000100001
5155,5154,4.00000000,0001010000100010
5157,5156,4.00000000,0001010000100100
5161,5160,4.00000000,0001010000101000
5169,5168,4.00000000,0001010000110000
5186,5185,4.00000000,0001010001000001
5187,5186,4.00000000,0001010001000010
5189,5188,4.00000000,0001010001000100
5193,5192,4.00000000,0001010001001000
5201,5200,4.00000000,0001010001010000
5217,5216,4.00000000,0001010001100000
5250,5249,4.00000000,0001010010000001
5251,5250,4.00000000,0001010010000010
5253,5252,4.00000000,0001010010000100
5257,5256,4.00000000,0001010010001000
5265,5264,4.00000000,0001010010010000
5281,5280,4.00000000,0001010010100000
5313,5312,4.00000000,0001010011000000
5378,5377,4.00000000,0001010100000001
5379,5378,4.00000000,0001010100000010
5381,5380,4.00000000,0001010100000100
5385,5384,4.00000000,0001010100001000
5393,5392,4.00000000,0001010100010000
5409,5408,4.00000000,0001010100100000
5441,5440,4.00000000,0001010101000000
5505,5504,4.00000000,0001010110000000
5634,5633,4.00000000,0001011000000001
5635,5634,4.00000000,0001011000000010
5637,5636,4.00000000,0001011000000100
5641,5640,4.00000000,0001011000001000
5649,5648,4.00000000,0001011000010000
5665,5664,4.00000000,0001011000100000
5697,5696,4.00000000,0001011001000000
5761,5760,4.00000000,0001011010000000
5889,5888,4.00000000,0001011100000000
6144,6143,4.00000000,0001011111111111
6148,6147,4.00000000,0001100000000011
6150,6149,4.00000000,0001100000000101
6151,6150,4.00000000,0001100000000110
6154,6153,4.00000000,0001100000001001
6155,6154,4.00000000,0001100000001010
6157,6156,4.00000000,0001100000001100
6162,6161,4.00000000,0001100000010001
6163,6162,4.00000000,0001100000010010
6165,6164,4.00000000,0001100000010100
6169,6168,4.00000000,0001100000011000
6178,6177,4.00000000,0001100000100001
6179,6178,4.00000000,0001100000100010
6181,6180,4.00000000,0001100000100100
6185,6184,4.00000000,0001100000101000
6193,6192,4.00000000,0001100000110000
6210,6209,4.00000000,0001100001000001
6211,6210,4.00000000,0001100001000010
6213,6212,4.00000000,0001100001000100
6217,6216,4.00000000,0001100001001000
6225,6224,4.00000000,0001100001010000
6241,6240,4.00000000,0001100001100000
6274,6273,4.00000000,0001100010000001
6275,6274,4.00000000,0001100010000010
6277,6276,4.00000000,0001100010000100
6281,6280,4.00000000,0001100010001000
6289,6288,4.00000000,0001100010010000
6305,6304,4.00000000,0001100010100000
6337,6336,4.00000000,0001100011000000
6402,6401,4.00000000,0001100100000001
6403,6402,4.00000000,0001100100000010
6405,6404,4.00000000,0001100100000100
6409,6408,4.00000000,0001100100001000
6417,6416,4.00000000,0001100100010000
6433,6432,4.00000000,0001100100100000
6465,6464,4.00000000,0001100101000000
6529,6528,4.00000000,0001100110000000
6658,6657,4.00000000,0001101000000001
6659,6658,4.00000000,0001101000000010
6661,6660,4.00000000,0001101000000100
6665,6664,4.00000000,0001101000001000
6673,6672,4.00000000,0001101000010000
6689,6688,4.00000000,0001101000100000
6721,6720,4.00000000,0001101001000000
6785,6784,4.00000000,0001101010000000
6913,6912,4.00000000,0001101100000000
7168,7167,4.00000000,0001101111111111
7170,7169,4.00000000,0001110000000001
7171,7170,4.00000000,0001110000000010
7173,7172,4.00000000,0001110000000100
7177,7176,4.00000000,0001110000001000
7185,7184,4.00000000,0001110000010000
7201,7200,4.00000000,0001110000100000
7233,7232,4.00000000,0001110001000000
7297,7296,4.00000000,0001110010000000
7425,7424,4.00000000,0001110100000000
7680,7679,4.00000000,0001110111111111
7681,7680,4.00000000,0001111000000000
7936,7935,4.00000000,0001111011111111
8064,8063,4.00000000,0001111101111111
8128,8127,4.00000000,0001111110111111
8160,8159,4.00000000,0001111111011111
8176,8175,4.00000000,0001111111101111
8184,8183,4.00000000,0001111111110111
8188,8187,4.00000000,0001111111111011
8190,8189,4.00000000,0001111111111101
8191,8190,4.00000000,0001111111111110
8200,8199,4.00000000,0010000000000111
8204,8203,4.00000000,0010000000001011
8206,8205,4.00000000,0010000000001101
8207,8206,4.00000000,0010000000001110
8212,8211,4.00000000,0010000000010011
8214,8213,4.00000000,0010000000010101
8215,8214,4.00000000,0010000000010110
8218,8217,4.00000000,0010000000011001
8219,8218,4.00000000,0010000000011010
8221,8220,4.00000000,0010000000011100
8228,8227,4.00000000,0010000000100011
8230,8229,4.00000000,0010000000100101
8231,8230,4.00000000,0010000000100110
8234,8233,4.00000000,0010000000101001
8235,8234,4.00000000,0010000000101010
8237,8236,4.00000000,0010000000101100
8242,8241,4.00000000,0010000000110001
8243,8242,4.00000000,0010000000110010
8245,8244,4.00000000,0010000000110100
8249,8248,4.00000000,0010000000111000
8260,8259,4.00000000,0010000001000011
8262,8261,4.00000000,0010000001000101
8263,8262,4.00000000,0010000001000110
8266,8265,4.00000000,0010000001001001
8267,8266,4.00000000,0010000001001010
8269,8268,4.00000000,0010000001001100
