seed,best_fitness,best_bitstring
1000,4.00000000,1101101101101111
1001,4.00000000,1001111111111001
1002,4.00000000,1111111110110001
1003,4.00000000,1000010000100001
1004,4.00000000,0111000100000000
1005,4.00000000,1100000010000001
1006,4.00000000,1000000001100010
1007,4.00000000,1110110011111101
1008,4.00000000,1011110011111110
1009,4.00000000,1111110101101011
