seed,best_fitness,best_bitstring
1000,0.84823218,0000010000000000011
1001,0.84823218,0000010000000000011
1002,0.84585514,0000001000010000000
1003,0.84823218,0000010000000000011
1004,0.84823218,0000010000000000011
1005,0.84823218,0000010000000000011
1006,0.84823218,0000010000000000011
1007,0.84585514,0000001000010000000
1008,0.84585514,0000001000010000000
1009,0.84585514,0000001000010000000
