seed,best_fitness,best_bitstring
1000,0.86631443,0001010010001000
1001,0.86631443,0001010010001000
1002,0.86631443,0001010010001000
1003,0.85474828,0101000011000100
1004,0.86631443,0001010010001000
1005,0.86631443,0001010010001000
1006,0.86631443,0001010010001000
1007,0.86631443,0001010010001000
1008,0.86631443,0001010010001000
1009,0.85807000,0001000101000100
