row,decimal,bitstring,accuracy,normalized_time,active_features,penalized_fitness
32546,32546,111111100100010,0.74521684,0.49846082,9,0.56023223
32547,32547,111111100100011,0.76578443,0.55679185,10,0.56021651
32548,32548,111111100100100,0.74314414,0.44228060,9,0.55872133
32549,32549,111111100100101,0.77423469,0.64840616,10,0.56775063
32550,32550,111111100100110,0.75079719,0.51221681,10,0.54567502
32551,32551,111111100100111,0.76849489,0.52128335,11,0.54328206
32552,32552,111111100101000,0.74665179,0.43560355,9,0.56229575
32553,32553,111111100101001,0.77216198,0.71473592,10,0.56501462
32554,32554,111111100101010,0.75478316,0.48792948,10,0.54990387
32555,32555,111111100101011,0.77088647,0.53605633,11,0.54552591
32556,32556,111111100101100,0.74776786,0.58534003,10,0.54191446
32557,32557,111111100101101,0.76036352,0.49348968,11,0.53542862
32558,32558,111111100101110,0.74824617,0.48165171,11,0.52342966
32559,32559,111111100101111,0.77503188,0.51516551,12,0.52988022
32560,32560,111111100110000,0.75223214,0.62311170,9,0.56600102
32561,32561,111111100110001,0.78348214,0.53252795,10,0.57815686
32562,32562,111111100110010,0.76275510,0.52788386,10,0.55747626
32563,32563,111111100110011,0.78539540,0.56111105,11,0.55978429
32564,32564,111111100110100,0.75685586,0.43484693,10,0.55250739
32565,32565,111111100110101,0.77885841,0.72639580,11,0.55159445
32566,32566,111111100110110,0.76307398,0.48568935,11,0.53821708
32567,32567,111111100110111,0.77088648,0.52034866,12,0.52568299
32568,32568,111111100111000,0.76355229,0.58533016,10,0.55769899
32569,32569,111111100111001,0.77104591,0.52783847,11,0.54576753
32570,32570,111111100111010,0.76355229,0.49000159,11,0.53865227
32571,32571,111111100111011,0.78029336,0.51433805,12,0.53514998
32572,32572,111111100111100,0.75605867,0.54945771,11,0.53056409
32573,32573,111111100111101,0.77662627,0.51524454,12,0.53147382
32574,32574,111111100111110,0.76004464,0.48221360,12,0.51522250
32575,32575,111111100111111,0.78380101,0.63844086,13,0.51741660
32576,32576,111111101000000,0.84550383,0.48883555,8,0.68061548
32577,32577,111111101000001,0.85889669,0.64856395,9,0.67241105
32578,32578,111111101000010,0.85283802,0.46366288,9,0.66820139
32579,32579,111111101000011,0.86623087,0.49029092,10,0.66132796
32580,32580,111111101000100,0.85841838,0.37971137,9,0.67462126
32581,32581,111111101000101,0.86256378,0.57893021,10,0.65677448
32582,32582,111111101000110,0.86096939,0.47116297,10,0.65625776
32583,32583,111111101000111,0.87228954,0.46625367,11,0.64762701
32584,32584,111111101001000,0.85570791,0.38311538,9,0.67187676
32585,32585,111111101001001,0.85395409,0.50495022,10,0.64890459
32586,32586,111111101001010,0.85825894,0.44442532,10,0.65381468
32587,32587,111111101001011,0.86080996,0.47964730,11,0.63601348
32588,32588,111111101001100,0.85251914,0.38766753,10,0.64864247
32589,32589,111111101001101,0.85586735,0.43215895,11,0.63154576
32590,32590,111111101001110,0.86320153,0.59787672,11,0.63722277
32591,32591,111111101001111,0.86352041,0.48408728,12,0.61867954
32592,32592,111111101010000,0.87260842,0.42780183,9,0.68833040
32593,32593,111111101010001,0.86878189,0.45885804,10,0.66419331
32594,32594,111111101010010,0.86447704,0.46710085,10,0.65980604
32595,32595,111111101010011,0.87244898,0.67331484,11,0.64571583
32596,32596,111111101010100,0.86910077,0.43192715,10,0.66478150
32597,32597,111111101010101,0.87149235,0.45977770,11,0.64689457
32598,32598,111111101010110,0.87085459,0.44274249,11,0.64642717
32599,32599,111111101010111,0.87244898,0.48752545,12,0.62757373
32600,32600,111111101011000,0.86878189,0.47171236,10,0.66406477
32601,32601,111111101011001,0.87053572,0.60761122,11,0.64445960
32602,32602,111111101011010,0.86798470,0.42252671,11,0.64375943
32603,32603,111111101011011,0.87005740,0.46609082,12,0.62539649
32604,32604,111111101011100,0.85762118,0.44801359,11,0.63314104
32605,32605,111111101011101,0.86734694,0.54845756,12,0.62186236
32606,32606,111111101011110,0.86894133,0.40725544,12,0.62486878
32607,32607,111111101011111,0.87611607,0.54032534,13,0.61071282
32608,32608,111111101100000,0.86447705,0.38602382,9,0.68061681
32609,32609,111111101100001,0.86846301,0.59326615,10,0.66253035
32610,32610,111111101100010,0.86623087,0.44924081,10,0.66173846
32611,32611,111111101100011,0.87149235,0.45816254,11,0.64691072
32612,32612,111111101100100,0.86543368,0.36954669,10,0.66173821
32613,32613,111111101100101,0.87133291,0.39959732,11,0.64733693
32614,32614,111111101100110,0.87053572,0.60265975,11,0.64450912
32615,32615,111111101100111,0.88217474,0.42899289,12,0.63788481
32616,32616,111111101101000,0.86208547,0.34753061,10,0.65861016
32617,32617,111111101101001,0.86352041,0.37959644,11,0.63972445
32618,32618,111111101101010,0.86591199,0.58326374,11,0.64007936
32619,32619,111111101101011,0.87691326,0.45295086,12,0.63238376
32620,32620,111111101101100,0.86989796,0.35263267,11,0.64637163
32621,32621,111111101101101,0.86367985,0.37849094,12,0.61989494
32622,32622,111111101101110,0.86973852,0.46860529,12,0.62505247
32623,32623,111111101101111,0.87914541,0.68039322,13,0.61234147
32624,32624,111111101110000,0.86080995,0.36477061,10,0.65716225
32625,32625,111111101110001,0.86734694,0.41726428,11,0.64317430
32626,32626,111111101110010,0.86320154,0.45509354,11,0.63865060
32627,32627,111111101110011,0.87595663,0.58559961,12,0.63010063
32628,32628,111111101110100,0.86989796,0.36801250,11,0.64621784
32629,32629,111111101110101,0.87069516,0.41476818,12,0.62654747
32630,32630,111111101110110,0.86718750,0.44852026,12,0.62270230
32631,32631,111111101110111,0.87005740,0.66670609,13,0.60339034
32632,32632,111111101111000,0.86320154,0.37112031,11,0.63949033
32633,32633,111111101111001,0.86926021,0.41043707,12,0.62515584
32634,32634,111111101111010,0.86320154,0.40952887,12,0.61910625
32635,32635,111111101111011,0.87197066,0.74622559,13,0.60450841
32636,32636,111111101111100,0.86320154,0.33517778,12,0.61984976
32637,32637,111111101111101,0.86973852,0.48747137,13,0.60486381
32638,32638,111111101111110,0.86846301,0.48513576,13,0.60361166
32639,32639,111111101111111,0.87436225,0.69535657,14,0.58740868
32640,32640,111111110000000,0.69610970,0.56162976,8,0.53049340
32641,32641,111111110000001,0.74202806,0.61225138,9,0.55590555
32642,32642,111111110000010,0.70742985,0.74679625,9,0.51996189
32643,32643,111111110000011,0.75239158,0.65881560,10,0.54580342
32644,32644,111111110000100,0.69563138,0.55557560,9,0.51007563
32645,32645,111111110000101,0.74362245,0.55114116,10,0.53811104
32646,32646,111111110000110,0.71205358,0.71449231,10,0.50490866
32647,32647,111111110000111,0.75031888,0.60720356,11,0.52424684
32648,32648,111111110001000,0.70009567,0.53160824,9,0.51477959
32649,32649,111111110001001,0.73708546,0.56944996,10,0.53139096
32650,32650,111111110001010,0.70519771,0.66060785,10,0.49859163
32651,32651,111111110001011,0.74681123,0.57730668,11,0.52103816
32652,32652,111111110001100,0.69786353,0.50432615,10,0.49282027
32653,32653,111111110001101,0.73804210,0.53592095,11,0.51268289
32654,32654,111111110001110,0.71269134,0.54469892,11,0.48724435
32655,32655,111111110001111,0.74920281,0.73738829,12,0.50182893
32656,32656,111111110010000,0.76546555,0.54762687,9,0.57998929
32657,32657,111111110010001,0.78396045,0.59283217,10,0.57803213
32658,32658,111111110010010,0.76705994,0.72659986,10,0.55979394
32659,32659,111111110010011,0.79129463,0.64772481,11,0.56481738
32660,32660,111111110010100,0.76578443,0.50919966,10,0.56069244
32661,32661,111111110010101,0.77710458,0.54727590,11,0.55163183
32662,32662,111111110010110,0.76482780,0.73780765,11,0.53744973
32663,32663,111111110010111,0.78954081,0.58546237,12,0.54368619
32664,32664,111111110011000,0.76546555,0.50660896,10,0.56039946
32665,32665,111111110011001,0.78523596,0.55447770,11,0.55969118
32666,32666,111111110011010,0.76945152,0.73538065,11,0.54209772
32667,32667,111111110011011,0.79209183,0.60482883,12,0.54604354
32668,32668,111111110011100,0.76753826,0.49196217,11,0.54261864
32669,32669,111111110011101,0.78555484,0.52447804,12,0.54031006
32670,32670,111111110011110,0.76307398,0.66928587,12,0.51638112
32671,32671,111111110011111,0.77822066,0.67478689,13,0.51147279
32672,32672,111111110100000,0.75494260,0.49017956,9,0.57004081
32673,32673,111111110100001,0.77662627,0.74429147,10,0.56918335
32674,32674,111111110100010,0.76658162,0.56814765,10,0.56090015
32675,32675,111111110100011,0.78140943,0.54930241,11,0.55591641
32676,32676,111111110100100,0.76275510,0.48379393,10,0.55791716
32677,32677,111111110100101,0.76737882,0.69089133,11,0.54046991
32678,32678,111111110100110,0.74840561,0.51899931,11,0.52321562
32679,32679,111111110100111,0.77822065,0.57267704,12,0.53249388
32680,32680,111111110101000,0.74936224,0.49013109,10,0.54446093
32681,32681,111111110101001,0.77072703,0.71033047,11,0.54362373
32682,32682,111111110101010,0.75908801,0.52032048,11,0.53388480
32683,32683,111111110101011,0.78204718,0.57108275,12,0.53633636
32684,32684,111111110101100,0.75589923,0.47171374,11,0.53118209
32685,32685,111111110101101,0.77869897,0.63801855,12,0.53231879
32686,32686,111111110101110,0.75382653,0.55133053,12,0.50831322
32687,32687,111111110101111,0.77535076,0.65113223,13,0.50883944
32688,32688,111111110110000,0.76626275,0.49829702,10,0.56127978
32689,32689,111111110110001,0.78109055,0.70280203,11,0.55406253
32690,32690,111111110110010,0.76753826,0.57496061,11,0.54178865
32691,32691,111111110110011,0.79241071,0.59844606,12,0.54642625
32692,32692,111111110110100,0.76897321,0.50348535,11,0.54393835
32693,32693,111111110110101,0.78077167,0.53010552,12,0.53547062
32694,32694,111111110110110,0.76849489,0.70425861,12,0.52145230
32695,32695,111111110110111,0.78252550,0.70155199,13,0.51550998
32696,32696,111111110111000,0.75988520,0.47251853,11,0.53516001
32697,32697,111111110111001,0.78954080,0.51856414,12,0.54435516
32698,32698,111111110111010,0.76961096,0.64503846,12,0.52316058
32699,32699,111111110111011,0.79480229,0.76687599,13,0.52713353
32700,32700,111111110111100,0.76610331,0.46488662,12,0.52145444
32701,32701,111111110111101,0.77311861,0.61905992,13,0.50692801
32702,32702,111111110111110,0.76897321,0.81010491,13,0.50087216
32703,32703,111111110111111,0.78427933,0.70065345,14,0.49727279
32704,32704,111111111000000,0.85586735,0.46253374,9,0.67124202
32705,32705,111111111000001,0.85985332,0.49743133,10,0.65487901
32706,32706,111111111000010,0.86543368,0.51291651,10,0.66030451
32707,32707,111111111000011,0.86320154,0.53243317,11,0.63787720
32708,32708,111111111000100,0.86017220,0.64186917,10,0.65375351
32709,32709,111111111000101,0.85682399,0.45584667,11,0.63226552
32710,32710,111111111000110,0.86383929,0.48989502,11,0.63894034
32711,32711,111111111000111,0.86431761,0.50113841,12,0.61930622
