generation,mean_best_so_far
0,0.94248073
1,0.94602448
2,0.95020260
3,0.95161979
4,0.95198698
5,0.95243229
6,0.95396146
7,0.95470208
8,0.95490052
9,0.95597500
10,0.95597500
11,0.95597500
12,0.95633334
13,0.95633334
14,0.95633334
15,0.95633334
16,0.95633334
17,0.95633334
18,0.95633334
19,0.95633334
20,0.95633334
21,0.95633334
22,0.95633334
23,0.95633334
24,0.95633334
25,0.95633334
26,0.95633334
27,0.95633334
28,0.95633334
29,0.95633334
30,0.95633334
31,0.95633334
32,0.95633334
33,0.95633334
34,0.95633334
35,0.95633334
36,0.95633334
37,0.95633334
38,0.95633334
39,0.95633334
40,0.95633334
41,0.95633334
42,0.95633334
43,0.95633334
44,0.95633334
45,0.95633334
46,0.95633334
47,0.95633334
48,0.95633334
49,0.95633334
50,0.95633334
51,0.95633334
52,0.95633334
53,0.95633334
54,0.95633334
55,0.95633334
56,0.95633334
57,0.95633334
58,0.95633334
59,0.95633334
60,0.95633334
61,0.95633334
62,0.95633334
63,0.95633334
64,0.95633334
65,0.95633334
66,0.95633334
67,0.95633334
68,0.95633334
69,0.95633334
70,0.95633334
71,0.95633334
72,0.95633334
73,0.95633334
74,0.95633334
75,0.95633334
76,0.95633334
77,0.95633334
78,0.95633334
79,0.95633334
80,0.95633334
81,0.95633334
82,0.95633334
83,0.95633334
84,0.95633334
85,0.95633334
86,0.95633334
87,0.95633334
88,0.95633334
89,0.95633334
90,0.95633334
91,0.95633334
92,0.95633334
93,0.95633334
94,0.95633334
95,0.95633334
96,0.95633334
97,0.95633334
98,0.95633334
99,0.95633334
100,0.95633334
101,0.95633334
102,0.95633334
103,0.95633334
104,0.95633334
105,0.95633334
106,0.95633334
107,0.95633334
108,0.95633334
109,0.95633334
110,0.95633334
111,0.95633334
112,0.95633334
113,0.95633334
114,0.95633334
115,0.95633334
116,0.95633334
117,0.95633334
118,0.95633334
119,0.95633334
120,0.95633334
121,0.95633334
122,0.95633334
123,0.95633334
124,0.95633334
125,0.95633334
126,0.95633334
127,0.95633334
128,0.95633334
129,0.95633334
130,0.95633334
131,0.95633334
132,0.95633334
133,0.95633334
134,0.95633334
135,0.95633334
136,0.95633334
137,0.95633334
138,0.95633334
139,0.95633334
140,0.95633334
141,0.95633334
142,0.95633334
143,0.95633334
144,0.95633334
145,0.95633334
146,0.95633334
147,0.95633334
148,0.95633334
149,0.95633334
