seed,best_fitness,best_bitstring
1000,0.91473430,010001000
1001,0.91473430,010001000
1002,0.91473430,010001000
1003,0.91473430,010001000
1004,0.91473430,010001000
1005,0.91473430,010001000
1006,0.91473430,010001000
1007,0.91473430,010001000
1008,0.91473430,010001000
1009,0.91473430,010001000
