seed,best_fitness,best_bitstring
1000,0.89126275,001110001110111
1001,0.89126275,001110001110111
1002,0.89126275,001110001110111
1003,0.89126275,001110001110111
1004,0.89126275,001110001110111
1005,0.89126275,001110001110111
1006,0.89126275,001110001110111
1007,0.89126275,001110001110111
1008,0.89094387,101111001111111
1009,0.89126275,001110001110111
