row,decimal,fitness,bitstring
479,479,0.76823922,0000000111011111
495,495,0.76033060,0000000111101111
507,507,0.77579500,0000000111111011
735,735,0.75116371,0000001011011111
983,983,0.75181837,0000001111010111
1003,1003,0.75856217,0000001111101011
1017,1017,0.75140490,0000001111111001
