seed,best_fitness,best_bitstring
1000,0.97916666,0101010011001001
1001,0.97916666,0101010011001001
1002,0.97604166,0111010010011000
1003,0.97916666,0101010011001001
1004,0.97604166,0111010010011000
1005,0.97604166,0111010010011000
1006,0.97916666,0101010011001001
1007,0.97916666,0101010011001001
1008,0.97916666,0101010011001001
1009,0.97916666,0101010011001001
