seed,best_fitness,best_bitstring
1000,0.93098958,0100011110000000010
1001,0.93229167,0101011000000000010
1002,0.93098958,0100011110000000010
1003,0.93229167,0101011000000000010
1004,0.92057292,0100011011000000010
1005,0.93098958,0100011110000000010
1006,0.91666667,0100001000000000011
1007,0.93749999,0101101000000000010
1008,0.92447917,0100011101000000110
1009,0.93229167,0101011000000000010
