seed,best_fitness,best_bitstring
1000,0.77579500,0000000111111011
1001,0.77579500,0000000111111011
1002,0.77579500,0000000111111011
1003,0.77579500,0000000111111011
1004,0.77579500,0000000111111011
1005,0.77579500,0000000111111011
1006,0.77579500,0000000111111011
1007,0.77579500,0000000111111011
1008,0.77579500,0000000111111011
1009,0.77579500,0000000111111011
